"year","theme_id","theme_name","relative","n_items","source_name","target_name"
2009,208,City,son,21,"207-Advent","208-City"
2016,471,Ferries,son,17,"598-Promotional","471-Ferries"
2002,530,Control Lab,son,10,"529-Technic","530-Control Lab"
2024,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2022,216,Friends,son,13,"207-Advent","216-Friends"
2024,216,Friends,son,13,"207-Advent","216-Friends"
2017,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2016,209,Star Wars,son,15,"207-Advent","209-Star Wars"
1998,498,Technic,son,10,"497-Books","498-Technic"
2005,213,Clikits,son,2,"207-Advent","213-Clikits"
2020,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2004,213,Clikits,son,2,"207-Advent","213-Clikits"
1992,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2001,754,Disney,father,100,"504-Duplo","754-Disney"
2023,697,Batman,father,174,"695-Super Heroes DC","697-Batman"
2014,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2013,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2019,754,Disney,father,100,"504-Duplo","754-Disney"
2006,697,Batman,father,174,"695-Super Heroes DC","697-Batman"
2014,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2003,227,Christmas,father,199,"206-Seasonal","227-Christmas"
1969,234,"12V",son,65,"233-Train","234-12V"
1989,139,Space Police I,son,6,"126-Space","139-Space Police I"
1976,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2012,740,Storage,son,166,"501-Gear","740-Storage"
2000,20,Throwbot Slizer,son,17,"1-Technic","20-Throwbot Slizer"
2015,734,Magnets,son,124,"501-Gear","734-Magnets"
2013,734,Magnets,son,124,"501-Gear","734-Magnets"
1990,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
2010,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2000,388,Mickey Mouse,son,15,"608-Disney","388-Mickey Mouse"
1980,498,Technic,son,10,"497-Books","498-Technic"
1972,412,Airport,son,18,"411-Legoland","412-Airport"
2007,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
1994,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2000,18,Star Wars,son,11,"1-Technic","18-Star Wars"
1999,3,Competition,son,18,"1-Technic","3-Competition"
2012,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
1994,133,Ice Planet 2002,son,11,"126-Space","133-Ice Planet 2002"
1998,313,Stingrays,son,5,"307-Aquazone","313-Stingrays"
1991,129,Blacktron II,son,28,"126-Space","129-Blacktron II"
1985,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
1993,190,Dragon Knights,son,14,"186-Castle","190-Dragon Knights"
2008,63,Traffic,son,62,"52-City","63-Traffic"
1993,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
2018,667,Fantastic Beasts,son,2,"246-Harry Potter","667-Fantastic Beasts"
2015,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2013,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2017,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2017,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2007,733,Houseware,son,327,"501-Gear","733-Houseware"
2019,675,The LEGO Movie II,son,23,"535-Collectible Minifigures","675-The LEGO Movie II"
2019,687,Frozen,son,34,"608-Disney","687-Frozen"
2019,733,Houseware,son,327,"501-Gear","733-Houseware"
2018,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2017,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2020,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2006,198,Knights Kingdom II,son,86,"186-Castle","198-Knights Kingdom II"
2011,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2018,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2003,105,World City,son,47,"50-Town","105-World City"
1982,67,Classic Town,son,451,"50-Town","67-Classic Town"
1954,372,Town Plan,son,57,"365-System","372-Town Plan"
1950,371,Supplemental,son,531,"365-System","371-Supplemental"
1959,371,Supplemental,son,531,"365-System","371-Supplemental"
1987,456,Train,son,76,"443-Service Packs","456-Train"
1985,453,Technic,son,152,"443-Service Packs","453-Technic"
1994,90,Paradisa,son,21,"50-Town","90-Paradisa"
2016,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
1954,371,Supplemental,son,531,"365-System","371-Supplemental"
2003,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2009,626,Bob the Builder,son,31,"504-Duplo","626-Bob the Builder"
2001,659,Dolls,son,6,"504-Duplo","659-Dolls"
2006,647,Castle,son,16,"504-Duplo","647-Castle"
2001,666,Zooters,son,3,"504-Duplo","666-Zooters"
1986,663,Rattles,son,23,"504-Duplo","663-Rattles"
1994,456,Train,son,76,"443-Service Packs","456-Train"
1996,634,Trains,son,73,"504-Duplo","634-Trains"
2000,16,RoboRiders,son,29,"1-Technic","16-RoboRiders"
1974,472,Gears,son,11,"465-Universal Building Set","472-Gears"
2018,620,Jurassic World: Fallen Kingdom,son,3,"591-Juniors","620-Jurassic World: Fallen Kingdom"
2015,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1966,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2013,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2009,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2003,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2021,733,Houseware,son,327,"501-Gear","733-Houseware"
2022,744,Stuntz,son,28,"52-City","744-Stuntz"
2018,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2001,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2023,740,Storage,son,166,"501-Gear","740-Storage"
2013,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2023,743,Series 24 Minifigures,son,16,"535-Collectible Minifigures","743-Series 24 Minifigures"
2022,733,Houseware,son,327,"501-Gear","733-Houseware"
2022,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2023,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2017,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2003,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2023,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2014,759,Story Books,son,241,"497-Books","759-Story Books"
2015,760,Activity Books,son,211,"497-Books","760-Activity Books"
2024,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2024,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1989,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
1971,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
1995,201,Royal Knights,son,9,"186-Castle","201-Royal Knights"
2016,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2016,253,Skylines,son,15,"252-Architecture","253-Skylines"
1998,729,Airlines,son,17,"598-Promotional","729-Airlines"
2022,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2023,614,Jungle,son,10,"52-City","614-Jungle"
1976,420,Hospital,son,9,"411-Legoland","420-Hospital"
2008,58,Fire,son,120,"52-City","58-Fire"
2017,56,Construction,son,88,"52-City","56-Construction"
2022,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
1995,88,Launch Command,son,6,"50-Town","88-Launch Command"
1997,90,Paradisa,son,21,"50-Town","90-Paradisa"
1996,456,Train,son,76,"443-Service Packs","456-Train"
2014,704,Guardians of the Galaxy,son,15,"696-Super Heroes Marvel","704-Guardians of the Galaxy"
1984,67,Classic Town,son,451,"50-Town","67-Classic Town"
1986,453,Technic,son,152,"443-Service Packs","453-Technic"
1995,67,Classic Town,son,451,"50-Town","67-Classic Town"
2012,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1983,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2011,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2011,740,Storage,son,166,"501-Gear","740-Storage"
2005,631,Thomas & Friends,son,18,"504-Duplo","631-Thomas & Friends"
2021,744,Stuntz,son,28,"52-City","744-Stuntz"
2021,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2022,740,Storage,son,166,"501-Gear","740-Storage"
2014,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
1999,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
1996,236,"9V",son,106,"233-Train","236-9V"
1983,143,Supplemental,son,16,"126-Space","143-Supplemental"
1976,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
1974,412,Airport,son,18,"411-Legoland","412-Airport"
1953,371,Supplemental,son,531,"365-System","371-Supplemental"
1956,372,Town Plan,son,57,"365-System","372-Town Plan"
2011,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2001,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2018,616,The LEGO Ninjago Movie,son,35,"435-Ninjago","616-The LEGO Ninjago Movie"
2020,229,Easter,son,50,"206-Seasonal","229-Easter"
2017,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2018,733,Houseware,son,327,"501-Gear","733-Houseware"
2002,626,Bob the Builder,son,31,"504-Duplo","626-Bob the Builder"
2011,53,Airport,son,40,"52-City","53-Airport"
2014,592,DC Comics Super Heroes,son,5,"591-Juniors","592-DC Comics Super Heroes"
2013,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2003,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1963,523,Samsonite,son,2,"507-Educational and Dacta","523-Samsonite"
2006,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1984,498,Technic,son,10,"497-Books","498-Technic"
1977,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
1998,190,Dragon Knights,son,14,"186-Castle","190-Dragon Knights"
1975,413,Building,son,25,"411-Legoland","413-Building"
1969,523,Samsonite,son,2,"507-Educational and Dacta","523-Samsonite"
2006,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
1997,236,"9V",son,106,"233-Train","236-9V"
2006,626,Bob the Builder,son,31,"504-Duplo","626-Bob the Builder"
2021,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2008,59,Harbor,son,22,"52-City","59-Harbor"
2004,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2024,687,Frozen,son,34,"608-Disney","687-Frozen"
2011,518,Mindstorms,son,90,"507-Educational and Dacta","518-Mindstorms"
2002,230,Halloween,son,31,"206-Seasonal","230-Halloween"
1972,517,Learning,son,9,"507-Educational and Dacta","517-Learning"
1986,187,Black Falcons,son,7,"186-Castle","187-Black Falcons"
2018,410,Pick A Model,son,32,"408-LEGO Brand Store","410-Pick A Model"
1966,369,Jumbo Bricks,son,7,"365-System","369-Jumbo Bricks"
1988,128,Blacktron I,son,9,"126-Space","128-Blacktron I"
2002,674,Early Creator,son,37,"22-Creator","674-Early Creator"
1977,234,"12V",son,65,"233-Train","234-12V"
1955,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2013,510,Serious Play,son,23,"507-Educational and Dacta","510-Serious Play"
2012,232,Valentine,son,21,"206-Seasonal","232-Valentine"
1975,420,Hospital,son,9,"411-Legoland","420-Hospital"
2004,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2002,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2021,64,Off-Road,son,11,"52-City","64-Off-Road"
2006,631,Thomas & Friends,son,18,"504-Duplo","631-Thomas & Friends"
1966,756,Samsonite,son,149,"365-System","756-Samsonite"
2015,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
2022,720,The Muppets,son,16,"535-Collectible Minifigures","720-The Muppets"
2021,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
1955,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
1958,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
1966,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
2023,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
1965,756,Samsonite,son,149,"365-System","756-Samsonite"
1961,756,Samsonite,son,149,"365-System","756-Samsonite"
1987,634,Trains,son,73,"504-Duplo","634-Trains"
1963,756,Samsonite,son,149,"365-System","756-Samsonite"
2006,462,Soccer,son,109,"458-Sports","462-Soccer"
1982,130,Classic Space,son,105,"126-Space","130-Classic Space"
1990,132,Futuron,son,20,"126-Space","132-Futuron"
2007,60,Hospital,son,24,"52-City","60-Hospital"
1983,189,Classic Castle,son,8,"186-Castle","189-Classic Castle"
1977,418,Gas Station,son,6,"411-Legoland","418-Gas Station"
1981,471,Ferries,son,17,"598-Promotional","471-Ferries"
1985,471,Ferries,son,17,"598-Promotional","471-Ferries"
2022,60,Hospital,son,24,"52-City","60-Hospital"
2022,630,Marvel,son,9,"504-Duplo","630-Marvel"
2000,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2013,54,Cargo,son,9,"52-City","54-Cargo"
2017,593,Disney Princess,son,5,"591-Juniors","593-Disney Princess"
2006,122,RC,son,25,"112-Racers","122-RC"
2018,64,Off-Road,son,11,"52-City","64-Off-Road"
1999,140,Space Police II,son,10,"126-Space","140-Space Police II"
2003,94,Town Jr.,son,40,"50-Town","94-Town Jr."
1991,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2011,259,NXT,son,44,"258-Mindstorms","259-NXT"
2006,259,NXT,son,44,"258-Mindstorms","259-NXT"
2024,57,Farm,son,21,"52-City","57-Farm"
1975,472,Gears,son,11,"465-Universal Building Set","472-Gears"
2011,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1992,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2000,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1999,674,Early Creator,son,37,"22-Creator","674-Early Creator"
2017,636,My Town,son,11,"632-Town","636-My Town"
2013,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2003,525,Technic,son,282,"524-Service Packs","525-Technic"
2023,698,UCS,son,7,"697-Batman","698-UCS"
2016,216,Friends,son,13,"207-Advent","216-Friends"
1998,525,Technic,son,282,"524-Service Packs","525-Technic"
2021,216,Friends,son,13,"207-Advent","216-Friends"
2023,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2005,650,Legoville,son,86,"632-Town","650-Legoville"
2021,208,City,son,21,"207-Advent","208-City"
2016,228,Creator,son,36,"227-Christmas","228-Creator"
2019,228,Creator,son,36,"227-Christmas","228-Creator"
1980,533,Town,son,36,"507-Educational and Dacta","533-Town"
2022,710,Harry Potter,son,6,"207-Advent","710-Harry Potter"
2024,710,Harry Potter,son,6,"207-Advent","710-Harry Potter"
2021,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2021,751,Marvel,son,4,"207-Advent","751-Marvel"
2015,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2007,208,City,son,21,"207-Advent","208-City"
2018,216,Friends,son,13,"207-Advent","216-Friends"
2015,58,Fire,son,120,"52-City","58-Fire"
2018,697,Batman,father,174,"695-Super Heroes DC","697-Batman"
2016,754,Disney,father,100,"504-Duplo","754-Disney"
2003,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2008,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2023,754,Disney,father,100,"504-Duplo","754-Disney"
2013,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2000,754,Disney,father,100,"504-Duplo","754-Disney"
2013,58,Fire,son,120,"52-City","58-Fire"
2003,300,Orient Expedition,son,28,"296-Adventurers","300-Orient Expedition"
2007,56,Construction,son,88,"52-City","56-Construction"
2002,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2008,193,Fantasy Era,son,36,"186-Castle","193-Fantasy Era"
1998,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
1998,297,Desert,son,26,"296-Adventurers","297-Desert"
1999,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2009,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2014,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
1981,234,"12V",son,65,"233-Train","234-12V"
2008,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1999,299,Jungle,son,10,"296-Adventurers","299-Jungle"
2017,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2002,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2010,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2005,229,Easter,son,50,"206-Seasonal","229-Easter"
2009,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2003,305,Mission Deep Sea,son,17,"304-Alpha Team","305-Mission Deep Sea"
2016,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2017,231,Thanksgiving,son,8,"206-Seasonal","231-Thanksgiving"
2017,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2016,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2012,734,Magnets,son,124,"501-Gear","734-Magnets"
2019,740,Storage,son,166,"501-Gear","740-Storage"
2018,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1997,534,Universal Building Set,son,21,"507-Educational and Dacta","534-Universal Building Set"
2020,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2019,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2008,56,Construction,son,88,"52-City","56-Construction"
2006,733,Houseware,son,327,"501-Gear","733-Houseware"
1969,371,Supplemental,son,531,"365-System","371-Supplemental"
1996,67,Classic Town,son,451,"50-Town","67-Classic Town"
1978,67,Classic Town,son,451,"50-Town","67-Classic Town"
1977,456,Train,son,76,"443-Service Packs","456-Train"
2002,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
1986,471,Ferries,son,17,"598-Promotional","471-Ferries"
1984,130,Classic Space,son,105,"126-Space","130-Classic Space"
1982,533,Town,son,36,"507-Educational and Dacta","533-Town"
2015,551,Series 13 Minifigures,son,19,"535-Collectible Minifigures","551-Series 13 Minifigures"
1978,189,Classic Castle,son,8,"186-Castle","189-Classic Castle"
2013,63,Traffic,son,62,"52-City","63-Traffic"
2010,53,Airport,son,40,"52-City","53-Airport"
1998,236,"9V",son,106,"233-Train","236-9V"
2020,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2003,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2019,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2020,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2007,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2007,734,Magnets,son,124,"501-Gear","734-Magnets"
2007,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2003,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2021,58,Fire,son,120,"52-City","58-Fire"
2021,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2022,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2018,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2022,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2006,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2021,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
1998,134,Insectoids,son,19,"126-Space","134-Insectoids"
2022,725,Series 23 Minifigures,son,16,"535-Collectible Minifigures","725-Series 23 Minifigures"
2022,759,Story Books,son,241,"497-Books","759-Story Books"
2023,58,Fire,son,120,"52-City","58-Fire"
