"year","theme_id","theme_name","relative","n_items","source_name","target_name"
1999,754,Disney,father,100,"504-Duplo","754-Disney"
2012,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2002,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
1989,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2023,706,Spider-Man,father,108,"696-Super Heroes Marvel","706-Spider-Man"
2004,478,X-Pod,son,26,"22-Creator","478-X-Pod"
2011,701,Superman,son,14,"695-Super Heroes DC","701-Superman"
2005,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
1986,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2014,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1999,236,"9V",son,106,"233-Train","236-9V"
2010,123,World Racers,son,10,"112-Racers","123-World Racers"
1973,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2009,193,Fantasy Era,son,36,"186-Castle","193-Fantasy Era"
1994,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
2002,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2005,122,RC,son,25,"112-Racers","122-RC"
2016,687,Frozen,son,34,"608-Disney","687-Frozen"
2014,579,Disney Princess,son,100,"608-Disney","579-Disney Princess"
2012,56,Construction,son,88,"52-City","56-Construction"
2017,616,The LEGO Ninjago Movie,son,35,"435-Ninjago","616-The LEGO Ninjago Movie"
2016,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2013,759,Story Books,son,241,"497-Books","759-Story Books"
2013,760,Activity Books,son,211,"497-Books","760-Activity Books"
2019,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2013,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2011,540,Series 5 Minifigures,son,19,"535-Collectible Minifigures","540-Series 5 Minifigures"
1993,133,Ice Planet 2002,son,11,"126-Space","133-Ice Planet 2002"
2012,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
2016,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2020,734,Magnets,son,124,"501-Gear","734-Magnets"
1994,453,Technic,son,152,"443-Service Packs","453-Technic"
1998,92,Res-Q,son,13,"50-Town","92-Res-Q"
1989,453,Technic,son,152,"443-Service Packs","453-Technic"
1981,67,Classic Town,son,451,"50-Town","67-Classic Town"
1955,371,Supplemental,son,531,"365-System","371-Supplemental"
1982,453,Technic,son,152,"443-Service Packs","453-Technic"
2000,634,Trains,son,73,"504-Duplo","634-Trains"
1987,663,Rattles,son,23,"504-Duplo","663-Rattles"
2004,105,World City,son,47,"50-Town","105-World City"
1996,453,Technic,son,152,"443-Service Packs","453-Technic"
1983,130,Classic Space,son,105,"126-Space","130-Classic Space"
1997,144,UFO,son,19,"126-Space","144-UFO"
2014,550,The Simpsons Series 1,son,19,"535-Collectible Minifigures","550-The Simpsons Series 1"
1986,130,Classic Space,son,105,"126-Space","130-Classic Space"
2004,204,Designer Sets,son,52,"22-Creator","204-Designer Sets"
1972,235,"4.5V",son,92,"233-Train","235-4.5V"
2012,60,Hospital,son,24,"52-City","60-Hospital"
2011,127,Alien Conquest,son,10,"126-Space","127-Alien Conquest"
1988,132,Futuron,son,20,"126-Space","132-Futuron"
2019,677,Disney Series 2,son,21,"535-Collectible Minifigures","677-Disney Series 2"
2010,66,Trains,son,37,"52-City","66-Trains"
1974,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
2016,53,Airport,son,40,"52-City","53-Airport"
1995,145,Unitron,son,4,"126-Space","145-Unitron"
2010,229,Easter,son,50,"206-Seasonal","229-Easter"
1987,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2000,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2013,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2021,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2021,687,Frozen,son,34,"608-Disney","687-Frozen"
2019,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2019,759,Story Books,son,241,"497-Books","759-Story Books"
2022,760,Activity Books,son,211,"497-Books","760-Activity Books"
2022,56,Construction,son,88,"52-City","56-Construction"
2021,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2007,53,Airport,son,40,"52-City","53-Airport"
1992,236,"9V",son,106,"233-Train","236-9V"
2012,760,Activity Books,son,211,"497-Books","760-Activity Books"
2020,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2022,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2011,196,Kingdoms,son,25,"186-Castle","196-Kingdoms"
2024,753,Series 25 Minifigures,son,16,"535-Collectible Minifigures","753-Series 25 Minifigures"
1998,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1992,140,Space Police II,son,10,"126-Space","140-Space Police II"
1998,312,Hydronauts,son,7,"307-Aquazone","312-Hydronauts"
1976,424,Western,son,4,"411-Legoland","424-Western"
1989,729,Airlines,son,17,"598-Promotional","729-Airlines"
2010,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2000,503,Key Chain,son,707,"501-Gear","503-Key Chain"
1974,234,"12V",son,65,"233-Train","234-12V"
2005,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2001,3,Competition,son,18,"1-Technic","3-Competition"
2011,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1964,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2011,59,Harbor,son,22,"52-City","59-Harbor"
2008,517,Learning,son,9,"507-Educational and Dacta","517-Learning"
1981,456,Train,son,76,"443-Service Packs","456-Train"
2013,705,Iron Man,son,8,"696-Super Heroes Marvel","705-Iron Man"
1956,371,Supplemental,son,531,"365-System","371-Supplemental"
1993,634,Trains,son,73,"504-Duplo","634-Trains"
1974,416,Construction,son,42,"411-Legoland","416-Construction"
2014,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1999,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2005,647,Castle,son,16,"504-Duplo","647-Castle"
1989,663,Rattles,son,23,"504-Duplo","663-Rattles"
2014,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2024,58,Fire,son,120,"52-City","58-Fire"
2024,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2015,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
1992,129,Blacktron II,son,28,"126-Space","129-Blacktron II"
1972,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
2015,579,Disney Princess,son,100,"608-Disney","579-Disney Princess"
1988,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2005,105,World City,son,47,"50-Town","105-World City"
1981,453,Technic,son,152,"443-Service Packs","453-Technic"
2006,478,X-Pod,son,26,"22-Creator","478-X-Pod"
1983,234,"12V",son,65,"233-Train","234-12V"
2007,137,Mars Mission,son,21,"126-Space","137-Mars Mission"
1996,308,Aquanauts,son,8,"307-Aquazone","308-Aquanauts"
1984,740,Storage,son,166,"501-Gear","740-Storage"
1999,133,Ice Planet 2002,son,11,"126-Space","133-Ice Planet 2002"
2010,19,Supplemental,son,17,"1-Technic","19-Supplemental"
2021,388,Mickey Mouse,son,15,"608-Disney","388-Mickey Mouse"
2022,687,Frozen,son,34,"608-Disney","687-Frozen"
1984,634,Trains,son,73,"504-Duplo","634-Trains"
2001,657,Action Wheelers,son,9,"504-Duplo","657-Action Wheelers"
1999,660,Little Forest Friends,son,10,"504-Duplo","660-Little Forest Friends"
2010,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2010,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2023,64,Off-Road,son,11,"52-City","64-Off-Road"
2001,297,Desert,son,26,"296-Adventurers","297-Desert"
2001,18,Star Wars,son,11,"1-Technic","18-Star Wars"
1995,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2009,122,RC,son,25,"112-Racers","122-RC"
2016,56,Construction,son,88,"52-City","56-Construction"
1970,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
2002,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
2009,760,Activity Books,son,211,"497-Books","760-Activity Books"
2016,740,Storage,son,166,"501-Gear","740-Storage"
2018,498,Technic,son,10,"497-Books","498-Technic"
1992,453,Technic,son,152,"443-Service Packs","453-Technic"
1961,372,Town Plan,son,57,"365-System","372-Town Plan"
1992,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1993,129,Blacktron II,son,28,"126-Space","129-Blacktron II"
2023,232,Valentine,son,21,"206-Seasonal","232-Valentine"
2015,59,Harbor,son,22,"52-City","59-Harbor"
1996,191,Dark Forest,son,3,"186-Castle","191-Dark Forest"
1978,412,Airport,son,18,"411-Legoland","412-Airport"
2014,653,DC Comics,son,9,"504-Duplo","653-DC Comics"
2014,707,X-Men,son,8,"696-Super Heroes Marvel","707-X-Men"
1998,144,UFO,son,19,"126-Space","144-UFO"
1975,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
1995,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2011,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2003,626,Bob the Builder,son,31,"504-Duplo","626-Bob the Builder"
2007,510,Serious Play,son,23,"507-Educational and Dacta","510-Serious Play"
1994,729,Airlines,son,17,"598-Promotional","729-Airlines"
1996,729,Airlines,son,17,"598-Promotional","729-Airlines"
1998,462,Soccer,son,109,"458-Sports","462-Soccer"
2004,634,Trains,son,73,"504-Duplo","634-Trains"
2022,707,X-Men,son,8,"696-Super Heroes Marvel","707-X-Men"
1985,130,Classic Space,son,105,"126-Space","130-Classic Space"
2012,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1980,130,Classic Space,son,105,"126-Space","130-Classic Space"
1964,756,Samsonite,son,149,"365-System","756-Samsonite"
2001,17,Speed Slammers,son,5,"1-Technic","17-Speed Slammers"
1992,664,Toolo,son,13,"504-Duplo","664-Toolo"
2023,60,Hospital,son,24,"52-City","60-Hospital"
2020,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1992,471,Ferries,son,17,"598-Promotional","471-Ferries"
1994,145,Unitron,son,4,"126-Space","145-Unitron"
1977,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1966,740,Storage,son,166,"501-Gear","740-Storage"
2006,236,"9V",son,106,"233-Train","236-9V"
2020,253,Skylines,son,15,"252-Architecture","253-Skylines"
2014,229,Easter,son,50,"206-Seasonal","229-Easter"
2010,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1998,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2019,232,Valentine,son,21,"206-Seasonal","232-Valentine"
1959,372,Town Plan,son,57,"365-System","372-Town Plan"
2022,55,Coast Guard,son,28,"52-City","55-Coast Guard"
1987,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
1999,261,Star Wars,son,3,"258-Mindstorms","261-Star Wars"
2015,154,Pirates III,son,10,"147-Pirates","154-Pirates III"
1994,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1990,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1997,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1979,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1986,143,Supplemental,son,16,"126-Space","143-Supplemental"
1995,530,Control Lab,son,10,"529-Technic","530-Control Lab"
2008,650,Legoville,son,86,"632-Town","650-Legoville"
2015,208,City,son,21,"207-Advent","208-City"
1999,531,eLAB,son,5,"529-Technic","531-eLAB"
1997,530,Control Lab,son,10,"529-Technic","530-Control Lab"
1995,525,Technic,son,282,"524-Service Packs","525-Technic"
2014,638,Jake and the Never Land Pirates,son,7,"754-Disney","638-Jake and the Never Land Pirates"
2010,211,Castle,son,2,"207-Advent","211-Castle"
2003,531,eLAB,son,5,"529-Technic","531-eLAB"
1990,128,Blacktron I,son,9,"126-Space","128-Blacktron I"
2006,650,Legoville,son,86,"632-Town","650-Legoville"
2010,633,Toy Story,son,6,"754-Disney","633-Toy Story"
2022,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2017,506,Cars,son,21,"754-Disney","506-Cars"
2022,755,Spidey and His Amazing Friends,son,10,"706-Spider-Man","755-Spidey and His Amazing Friends"
2012,525,Technic,son,282,"524-Service Packs","525-Technic"
2023,506,Cars,son,21,"754-Disney","506-Cars"
2015,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2018,641,Mickey & Friends,son,18,"754-Disney","641-Mickey & Friends"
2022,751,Marvel,son,4,"207-Advent","751-Marvel"
2023,751,Marvel,son,4,"207-Advent","751-Marvel"
2014,698,UCS,son,7,"697-Batman","698-UCS"
2008,208,City,son,21,"207-Advent","208-City"
2022,633,Toy Story,son,6,"754-Disney","633-Toy Story"
2021,228,Creator,son,36,"227-Christmas","228-Creator"
1985,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2017,227,Christmas,father,199,"206-Seasonal","227-Christmas"
1994,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2011,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2022,706,Spider-Man,father,108,"696-Super Heroes Marvel","706-Spider-Man"
1999,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2012,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2018,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2022,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2015,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2007,193,Fantasy Era,son,36,"186-Castle","193-Fantasy Era"
2010,271,Prince of Persia,son,7,"608-Disney","271-Prince of Persia"
2006,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2015,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
1992,188,Black Knights,son,16,"186-Castle","188-Black Knights"
2015,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2007,58,Fire,son,120,"52-City","58-Fire"
1992,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2008,35,Bricks & More,son,69,"34-Make & Create","35-Bricks & More"
2015,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2012,114,Ferrari,son,37,"112-Racers","114-Ferrari"
2013,566,The Lord of the Rings,son,21,"561-The Hobbit and Lord of the Rings","566-The Lord of the Rings"
2000,19,Supplemental,son,17,"1-Technic","19-Supplemental"
1976,511,Building Set with People,son,2,"507-Educational and Dacta","511-Building Set with People"
1975,417,Fire,son,14,"411-Legoland","417-Fire"
1971,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
1989,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
2015,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2015,759,Story Books,son,241,"497-Books","759-Story Books"
2014,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2017,63,Traffic,son,62,"52-City","63-Traffic"
2018,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2015,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2017,759,Story Books,son,241,"497-Books","759-Story Books"
2011,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2019,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
2012,410,Pick A Model,son,32,"408-LEGO Brand Store","410-Pick A Model"
2020,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2014,65,Arctic,son,25,"52-City","65-Arctic"
2014,518,Mindstorms,son,90,"507-Educational and Dacta","518-Mindstorms"
2019,56,Construction,son,88,"52-City","56-Construction"
2017,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2020,691,Harry Potter and Fantastic Beasts Series 2,son,19,"535-Collectible Minifigures","691-Harry Potter and Fantastic Beasts Series 2"
1990,67,Classic Town,son,451,"50-Town","67-Classic Town"
1987,453,Technic,son,152,"443-Service Packs","453-Technic"
2006,651,Pirates,son,4,"504-Duplo","651-Pirates"
1992,67,Classic Town,son,451,"50-Town","67-Classic Town"
1963,371,Supplemental,son,531,"365-System","371-Supplemental"
1997,67,Classic Town,son,451,"50-Town","67-Classic Town"
2009,631,Thomas & Friends,son,18,"504-Duplo","631-Thomas & Friends"
2018,705,Iron Man,son,8,"696-Super Heroes Marvel","705-Iron Man"
1986,67,Classic Town,son,451,"50-Town","67-Classic Town"
2001,16,RoboRiders,son,29,"1-Technic","16-RoboRiders"
2001,674,Early Creator,son,37,"22-Creator","674-Early Creator"
2012,546,Team GB,son,12,"535-Collectible Minifigures","546-Team GB"
1966,235,"4.5V",son,92,"233-Train","235-4.5V"
1989,728,McDonalds,son,19,"598-Promotional","728-McDonalds"
1993,471,Ferries,son,17,"598-Promotional","471-Ferries"
2017,611,Series 17 Minifigures,son,19,"535-Collectible Minifigures","611-Series 17 Minifigures"
1980,234,"12V",son,65,"233-Train","234-12V"
2008,114,Ferrari,son,37,"112-Racers","114-Ferrari"
2010,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2003,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2016,58,Fire,son,120,"52-City","58-Fire"
2010,759,Story Books,son,241,"497-Books","759-Story Books"
2016,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2020,733,Houseware,son,327,"501-Gear","733-Houseware"
2020,760,Activity Books,son,211,"497-Books","760-Activity Books"
2021,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2011,733,Houseware,son,327,"501-Gear","733-Houseware"
2006,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2019,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2019,681,Series 19 Minifigures,son,20,"535-Collectible Minifigures","681-Series 19 Minifigures"
2015,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2009,740,Storage,son,166,"501-Gear","740-Storage"
2023,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2023,760,Activity Books,son,211,"497-Books","760-Activity Books"
2016,760,Activity Books,son,211,"497-Books","760-Activity Books"
2024,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
1975,416,Construction,son,42,"411-Legoland","416-Construction"
2011,672,Creator 3-in-1,son,255,"22-Creator","672-Creator 3-in-1"
1977,412,Airport,son,18,"411-Legoland","412-Airport"
1984,187,Black Falcons,son,7,"186-Castle","187-Black Falcons"
2005,114,Ferrari,son,37,"112-Racers","114-Ferrari"
2013,146,Galaxy Squad,son,12,"126-Space","146-Galaxy Squad"
2008,498,Technic,son,10,"497-Books","498-Technic"
2014,35,Bricks & More,son,69,"34-Make & Create","35-Bricks & More"
1995,236,"9V",son,106,"233-Train","236-9V"
1996,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
2012,35,Bricks & More,son,69,"34-Make & Create","35-Bricks & More"
2013,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2008,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1979,143,Supplemental,son,16,"126-Space","143-Supplemental"
1971,413,Building,son,25,"411-Legoland","413-Building"
2003,277,Mosaic,son,7,"276-Sculptures","277-Mosaic"
2016,64,Off-Road,son,11,"52-City","64-Off-Road"
2014,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2023,744,Stuntz,son,28,"52-City","744-Stuntz"
2023,56,Construction,son,88,"52-City","56-Construction"
2020,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2024,762,Series 26 Minifigures,son,16,"535-Collectible Minifigures","762-Series 26 Minifigures"
1957,372,Town Plan,son,57,"365-System","372-Town Plan"
2024,707,X-Men,son,8,"696-Super Heroes Marvel","707-X-Men"
1991,67,Classic Town,son,451,"50-Town","67-Classic Town"
1979,453,Technic,son,152,"443-Service Packs","453-Technic"
2004,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2013,53,Airport,son,40,"52-City","53-Airport"
2019,58,Fire,son,120,"52-City","58-Fire"
2020,56,Construction,son,88,"52-City","56-Construction"
2021,760,Activity Books,son,211,"497-Books","760-Activity Books"
1998,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
2005,510,Serious Play,son,23,"507-Educational and Dacta","510-Serious Play"
1975,421,Police,son,11,"411-Legoland","421-Police"
2014,403,Villains,son,36,"400-Hero Factory","403-Villains"
2010,734,Magnets,son,124,"501-Gear","734-Magnets"
1988,188,Black Knights,son,16,"186-Castle","188-Black Knights"
2014,230,Halloween,son,31,"206-Seasonal","230-Halloween"
1992,229,Easter,son,50,"206-Seasonal","229-Easter"
2000,3,Competition,son,18,"1-Technic","3-Competition"
1982,456,Train,son,76,"443-Service Packs","456-Train"
1984,453,Technic,son,152,"443-Service Packs","453-Technic"
1964,371,Supplemental,son,531,"365-System","371-Supplemental"
2015,230,Halloween,son,31,"206-Seasonal","230-Halloween"
1992,534,Universal Building Set,son,21,"507-Educational and Dacta","534-Universal Building Set"
2016,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1974,413,Building,son,25,"411-Legoland","413-Building"
2007,662,Princess Castle,son,7,"504-Duplo","662-Princess Castle"
2004,647,Castle,son,16,"504-Duplo","647-Castle"
1991,634,Trains,son,73,"504-Duplo","634-Trains"
1988,634,Trains,son,73,"504-Duplo","634-Trains"
1989,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2001,148,Pirates I,son,82,"147-Pirates","148-Pirates I"
1991,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2011,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
1994,236,"9V",son,106,"233-Train","236-9V"
1987,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2014,596,Marvel Super Heroes,son,4,"591-Juniors","596-Marvel Super Heroes"
1999,312,Hydronauts,son,7,"307-Aquazone","312-Hydronauts"
2017,597,Ninjago,son,4,"591-Juniors","597-Ninjago"
2018,595,Friends,son,8,"591-Juniors","595-Friends"
2009,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
1999,92,Res-Q,son,13,"50-Town","92-Res-Q"
1992,203,Wolfpack,son,3,"186-Castle","203-Wolfpack"
1991,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1976,417,Fire,son,14,"411-Legoland","417-Fire"
1972,421,Police,son,11,"411-Legoland","421-Police"
1995,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
1999,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2023,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2011,229,Easter,son,50,"206-Seasonal","229-Easter"
2005,63,Traffic,son,62,"52-City","63-Traffic"
1988,453,Technic,son,152,"443-Service Packs","453-Technic"
2011,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
1995,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2024,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2020,230,Halloween,son,31,"206-Seasonal","230-Halloween"
1998,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2004,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
1964,369,Jumbo Bricks,son,7,"365-System","369-Jumbo Bricks"
2016,597,Ninjago,son,4,"591-Juniors","597-Ninjago"
1973,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2002,462,Soccer,son,109,"458-Sports","462-Soccer"
2010,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2016,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2004,462,Soccer,son,109,"458-Sports","462-Soccer"
1970,756,Samsonite,son,149,"365-System","756-Samsonite"
2015,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1995,664,Toolo,son,13,"504-Duplo","664-Toolo"
2017,518,Mindstorms,son,90,"507-Educational and Dacta","518-Mindstorms"
1985,235,"4.5V",son,92,"233-Train","235-4.5V"
1986,533,Town,son,36,"507-Educational and Dacta","533-Town"
1956,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
1970,235,"4.5V",son,92,"233-Train","235-4.5V"
1969,369,Jumbo Bricks,son,7,"365-System","369-Jumbo Bricks"
1968,372,Town Plan,son,57,"365-System","372-Town Plan"
2005,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2021,630,Marvel,son,9,"504-Duplo","630-Marvel"
1978,235,"4.5V",son,92,"233-Train","235-4.5V"
1998,201,Royal Knights,son,9,"186-Castle","201-Royal Knights"
2008,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2007,277,Mosaic,son,7,"276-Sculptures","277-Mosaic"
2016,634,Trains,son,73,"504-Duplo","634-Trains"
2015,687,Frozen,son,34,"608-Disney","687-Frozen"
2005,236,"9V",son,106,"233-Train","236-9V"
2017,592,DC Comics Super Heroes,son,5,"591-Juniors","592-DC Comics Super Heroes"
2021,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1988,194,Forestmen,son,7,"186-Castle","194-Forestmen"
2008,53,Airport,son,40,"52-City","53-Airport"
2013,153,Pirates II,son,18,"147-Pirates","153-Pirates II"
1998,67,Classic Town,son,451,"50-Town","67-Classic Town"
2005,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2016,60,Hospital,son,24,"52-City","60-Hospital"
1996,471,Ferries,son,17,"598-Promotional","471-Ferries"
1996,259,NXT,son,44,"258-Mindstorms","259-NXT"
2007,259,NXT,son,44,"258-Mindstorms","259-NXT"
2010,259,NXT,son,44,"258-Mindstorms","259-NXT"
1991,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2003,729,Airlines,son,17,"598-Promotional","729-Airlines"
1995,133,Ice Planet 2002,son,11,"126-Space","133-Ice Planet 2002"
2021,722,Jurassic World,son,5,"504-Duplo","722-Jurassic World"
2002,525,Technic,son,282,"524-Service Packs","525-Technic"
1985,525,Technic,son,282,"524-Service Packs","525-Technic"
2009,650,Legoville,son,86,"632-Town","650-Legoville"
2011,635,Winnie the Pooh,son,18,"754-Disney","635-Winnie the Pooh"
1999,635,Winnie the Pooh,son,18,"754-Disney","635-Winnie the Pooh"
2018,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2013,228,Creator,son,36,"227-Christmas","228-Creator"
2003,520,RCX,son,16,"518-Mindstorms","520-RCX"
2024,755,Spidey and His Amazing Friends,son,10,"706-Spider-Man","755-Spidey and His Amazing Friends"
2020,506,Cars,son,21,"754-Disney","506-Cars"
2009,521,WeDo,son,40,"518-Mindstorms","521-WeDo"
2014,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2006,698,UCS,son,7,"697-Batman","698-UCS"
2014,641,Mickey & Friends,son,18,"754-Disney","641-Mickey & Friends"
2015,525,Technic,son,282,"524-Service Packs","525-Technic"
2019,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2023,755,Spidey and His Amazing Friends,son,10,"706-Spider-Man","755-Spidey and His Amazing Friends"
2011,208,City,son,21,"207-Advent","208-City"
2022,228,Creator,son,36,"227-Christmas","228-Creator"
2014,216,Friends,son,13,"207-Advent","216-Friends"
2018,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2003,228,Creator,son,36,"227-Christmas","228-Creator"
2009,228,Creator,son,36,"227-Christmas","228-Creator"
2023,208,City,son,21,"207-Advent","208-City"
2009,215,Pirates,son,1,"207-Advent","215-Pirates"
2004,214,Creator,son,4,"207-Advent","214-Creator"
2016,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2019,697,Batman,father,174,"695-Super Heroes DC","697-Batman"
